team1_rush_att,team1_rush_yds,team1_rush_tds,team1_pass_cmp,team1_pass_att,team1_pass_cmp_pct,team1_pass_tds,team1_passer_rating,team1_net_pass_yds,team1_total_yds,team1_times_sacked,team1_fumbles,team1_penalties,team1_penalty_yds,team1_first_downs,team1_third_down_conv,team1_third_down_att,team1_third_down_conv_pct,team1_fourth_down_conv,team1_fourth_down_att,team1_fourth_down_conv_pct,team1_time_of_possession,team2_rush_att,team2_rush_tds,team2_pass_cmp,team2_pass_att,team2_pass_cmp_pct,team2_pass_tds,team2_passer_rating,team2_times_sacked,team2_fumbles,team2_penalties,team2_penalty_yds,team2_first_downs,team2_third_down_conv,team2_third_down_att,team2_third_down_conv_pct,team2_fourth_down_conv,team2_fourth_down_att,team2_fourth_down_conv_pct,team2_time_of_possession,team1_win
25,68,0,30,41,0.732,2,104.116,229,297,2,0,3,15,19,6,15,0.4,0,0,0.0,1840,17,0,23,44,0.523,0,53.883,3,0,3,23,16,6,16,0.375,1,1,1.0,1760,1
27,146,2,30,37,0.811,2,99.437,181,327,4,4,6,40,21,5,15,0.333,2,2,1.0,1999,25,1,20,30,0.667,2,93.611,1,1,10,86,17,3,10,0.3,1,2,0.5,1601,1
30,112,0,23,30,0.767,2,101.528,186,298,1,0,6,47,23,7,13,0.538,0,0,0.0,2023,16,1,28,38,0.737,0,90.789,2,0,6,54,22,2,8,0.25,0,0,0.0,1577,1
25,61,1,16,28,0.571,0,71.28,136,197,2,3,3,39,14,5,12,0.417,1,2,0.5,1575,27,1,26,38,0.684,3,117.763,1,1,7,47,24,5,12,0.417,1,1,1.0,2025,0
25,85,0,21,31,0.677,2,111.761,236,321,1,0,5,81,17,5,12,0.417,0,0,0.0,1410,25,1,23,37,0.622,1,80.124,7,1,10,55,22,8,16,0.5,0,0,0.0,2190,1
31,154,0,22,40,0.55,1,62.188,250,404,1,2,5,37,22,4,14,0.286,3,6,0.5,2010,24,1,15,29,0.517,0,57.256,1,0,7,60,15,5,12,0.417,0,0,0.0,1590,0
25,99,0,15,30,0.5,1,75.0,131,230,2,1,3,20,16,4,13,0.308,0,1,0.0,1679,46,1,2,3,0.667,0,84.028,0,2,6,47,11,2,12,0.167,1,2,0.5,1921,0
36,242,2,14,31,0.452,2,63.374,216,458,0,0,11,102,22,5,14,0.357,1,1,1.0,1828,24,1,28,40,0.7,3,107.083,5,1,10,85,22,4,13,0.308,2,2,1.0,1772,1
26,91,2,21,35,0.6,1,67.917,243,334,1,3,6,45,21,4,11,0.364,1,3,0.333,1523,36,1,19,28,0.679,1,98.81,0,1,6,60,20,7,14,0.5,2,2,1.0,2077,0
26,86,0,25,34,0.735,2,125.613,311,397,5,4,2,19,22,4,13,0.308,1,1,1.0,2057,23,1,27,41,0.659,2,103.303,5,2,6,40,21,5,15,0.333,0,0,0.0,2030,0
29,100,0,22,32,0.688,2,91.927,190,290,0,2,4,42,20,6,13,0.462,0,0,0.0,2030,23,1,31,42,0.738,1,100.0,4,2,10,129,21,1,12,0.083,3,4,0.75,1570,1
23,100,1,15,34,0.441,1,57.843,124,224,5,3,7,65,14,3,14,0.214,1,2,0.5,1531,35,0,22,39,0.564,1,58.814,4,2,7,60,19,7,18,0.389,0,0,0.0,2069,0
29,193,2,17,28,0.607,2,115.179,260,453,0,1,8,69,20,7,13,0.538,0,0,0.0,1601,25,0,33,49,0.673,1,93.155,2,0,6,52,25,3,13,0.231,0,2,0.0,1999,1
8,8,0,24,40,0.6,0,35.521,184,192,3,0,9,79,9,5,13,0.385,1,2,0.5,1383,34,2,20,31,0.645,0,81.519,4,1,2,15,22,6,15,0.4,0,0,0.0,2217,0
12,44,0,33,45,0.733,1,85.694,246,290,4,4,9,85,19,4,11,0.364,1,1,1.0,1585,30,3,20,24,0.833,2,139.236,3,1,8,63,21,9,13,0.692,0,0,0.0,2015,0
44,203,3,15,21,0.714,0,96.329,141,344,3,2,4,42,21,6,15,0.4,1,1,1.0,2332,17,0,19,42,0.452,0,59.821,3,0,5,45,13,3,14,0.214,1,3,0.333,1268,1
39,184,3,18,25,0.72,2,118.583,174,358,1,0,2,18,25,8,12,0.667,1,1,1.0,1927,21,0,24,39,0.615,1,74.199,2,1,6,53,17,5,14,0.357,3,5,0.6,1673,1
37,152,1,23,31,0.742,3,133.132,271,423,2,0,6,39,26,7,13,0.538,0,0,0.0,2060,26,1,17,37,0.459,2,68.637,2,1,3,20,20,7,14,0.5,0,2,0.0,1540,1
19,173,1,36,54,0.667,2,86.034,293,466,3,0,7,65,27,2,13,0.154,2,3,0.667,1941,29,2,31,46,0.674,2,105.616,2,1,4,24,26,8,16,0.5,0,1,0.0,1928,0
23,137,0,18,33,0.545,2,70.77,210,347,2,2,7,41,16,5,13,0.385,0,1,0.0,1500,24,1,29,37,0.784,4,141.104,3,1,3,30,27,4,10,0.4,1,1,1.0,2100,0
22,103,2,32,49,0.653,0,72.066,344,447,4,1,7,54,22,8,15,0.533,2,4,0.5,1856,21,0,23,30,0.767,3,139.167,3,1,5,40,18,6,12,0.5,0,0,0.0,1744,0
39,192,2,22,39,0.564,2,80.716,236,428,0,1,5,60,28,6,13,0.462,2,5,0.4,1983,20,1,31,47,0.66,3,105.807,1,1,4,36,26,7,12,0.583,0,1,0.0,1692,0
39,226,1,5,12,0.417,1,49.653,49,275,1,0,2,13,15,2,10,0.2,3,3,1.0,1822,19,0,26,45,0.578,2,74.213,1,2,8,50,20,6,15,0.4,1,3,0.333,1778,1
27,119,1,19,34,0.559,3,91.544,193,312,4,1,8,67,21,6,14,0.429,1,1,1.0,1715,29,1,18,38,0.474,1,56.469,4,2,5,55,19,7,17,0.412,1,5,0.2,1885,1
34,126,0,21,26,0.808,3,139.744,212,338,2,1,6,49,22,6,13,0.462,1,1,1.0,1912,21,0,29,50,0.58,1,74.833,2,1,7,83,23,7,15,0.467,1,3,0.333,1688,1
30,125,1,28,37,0.757,1,98.592,203,328,3,3,6,45,23,8,14,0.571,0,0,0.0,2003,24,0,19,36,0.528,0,32.292,1,1,6,34,15,6,14,0.429,1,3,0.333,1597,1
25,96,1,23,31,0.742,3,132.191,250,346,3,0,8,76,26,5,9,0.556,0,0,0.0,1870,26,2,28,40,0.7,2,99.479,1,0,8,56,24,7,13,0.538,2,4,0.5,1730,1
25,107,1,22,38,0.579,0,73.355,189,296,3,0,4,40,21,3,14,0.214,2,3,0.667,1793,26,0,19,30,0.633,2,92.222,1,0,9,65,13,10,18,0.556,0,0,0.0,1807,0
24,102,2,13,24,0.542,0,76.736,126,228,6,1,3,32,16,3,11,0.273,0,1,0.0,1538,42,2,16,27,0.593,2,75.54,1,2,5,45,23,5,12,0.417,2,3,0.667,2062,0
17,35,1,16,25,0.64,0,80.083,133,168,3,0,5,30,12,2,11,0.182,0,0,0.0,1252,42,1,23,32,0.719,0,68.88,4,5,7,68,22,8,18,0.444,1,2,0.5,2348,1
32,162,3,18,24,0.75,1,119.271,235,397,0,2,5,35,23,6,11,0.545,0,0,0.0,1827,23,0,19,32,0.594,1,92.708,3,1,4,29,13,5,13,0.385,0,3,0.0,1773,1
26,113,0,15,22,0.682,1,103.788,136,249,3,0,6,38,12,4,13,0.308,0,0,0.0,1639,34,0,18,34,0.529,1,78.799,3,1,6,60,19,7,16,0.438,0,1,0.0,1961,1
31,61,0,13,27,0.481,0,65.972,151,212,2,1,6,41,11,3,16,0.188,0,0,0.0,1785,21,0,26,48,0.542,0,57.118,4,1,3,30,17,6,19,0.316,0,1,0.0,1815,1
24,89,1,20,30,0.667,1,89.167,147,236,0,0,3,61,13,6,14,0.429,1,1,1.0,1596,25,0,25,38,0.658,1,80.592,2,5,7,64,20,6,13,0.462,1,1,1.0,2004,0
28,115,0,26,39,0.667,1,96.635,255,370,3,4,9,91,24,2,12,0.167,2,5,0.4,1755,33,0,12,24,0.5,2,69.271,4,1,7,54,13,5,17,0.294,0,1,0.0,1845,0
21,63,2,20,31,0.645,0,81.922,174,237,2,2,2,25,14,6,13,0.462,0,1,0.0,1483,41,2,20,26,0.769,1,110.417,3,2,4,48,23,7,13,0.538,0,1,0.0,2117,0
19,80,1,17,31,0.548,0,55.309,134,214,3,0,8,65,13,3,11,0.273,0,1,0.0,1494,29,0,21,29,0.724,2,106.106,4,0,4,34,20,6,12,0.5,0,1,0.0,2106,0
21,83,1,26,35,0.743,1,88.036,306,389,2,3,5,41,22,3,8,0.375,1,2,0.5,1831,24,1,22,30,0.733,1,103.333,4,0,6,57,16,9,16,0.562,0,0,0.0,1769,0
24,109,0,24,34,0.706,3,115.074,202,311,0,0,3,29,19,3,10,0.3,1,1,1.0,1699,25,1,21,36,0.583,2,55.324,5,0,6,38,28,7,12,0.583,1,1,1.0,1901,1
21,133,1,27,43,0.628,1,85.901,245,378,0,2,11,85,20,6,13,0.462,1,3,0.333,1471,33,0,18,28,0.643,2,112.946,2,0,5,40,20,8,15,0.533,0,1,0.0,2129,0
33,130,0,25,35,0.714,1,83.988,208,338,0,0,6,30,19,7,16,0.438,3,4,0.75,2285,18,1,18,24,0.75,1,115.799,3,1,2,15,14,2,8,0.25,1,1,1.0,1315,0
28,114,1,30,47,0.638,3,104.388,314,428,0,0,5,45,28,6,12,0.5,3,4,0.75,2109,27,3,14,32,0.438,0,31.38,1,1,3,30,20,1,10,0.1,5,6,0.833,1491,1
31,159,2,18,31,0.581,1,92.406,232,391,0,0,6,50,21,7,14,0.5,0,0,0.0,2004,15,0,22,45,0.489,0,56.806,7,1,6,32,16,7,18,0.389,0,2,0.0,1596,1
21,77,1,37,46,0.804,4,143.207,498,575,3,0,5,45,33,5,10,0.5,2,2,1.0,2223,16,1,28,40,0.7,2,98.333,1,2,6,27,21,6,11,0.545,0,1,0.0,1377,1
21,89,2,27,35,0.771,1,92.083,328,417,1,1,5,49,25,6,9,0.667,0,0,0.0,1508,36,2,21,27,0.778,2,130.556,1,0,10,70,26,9,13,0.692,0,0,0.0,2092,0
31,132,1,26,39,0.667,0,87.553,252,384,1,2,2,10,27,6,13,0.462,2,3,0.667,1938,36,1,14,22,0.636,1,89.583,1,0,7,81,18,4,12,0.333,3,5,0.6,1662,0
22,66,1,27,38,0.711,1,93.64,295,361,3,3,2,20,19,2,12,0.167,1,1,1.0,1800,33,1,21,37,0.568,1,46.791,0,1,1,5,22,7,14,0.5,1,1,1.0,1800,0
30,130,1,17,29,0.586,2,102.514,194,324,1,2,11,79,17,5,13,0.385,0,1,0.0,1748,27,0,23,44,0.523,1,46.78,2,1,6,40,15,8,20,0.4,1,2,0.5,1852,1
30,88,2,24,35,0.686,1,98.512,229,317,4,1,8,73,26,7,14,0.5,1,3,0.333,2305,24,1,16,27,0.593,2,104.09,2,0,7,88,18,3,10,0.3,0,1,0.0,1302,1
16,18,1,15,22,0.682,0,87.879,140,158,2,0,3,30,8,1,10,0.1,1,1,1.0,1403,40,1,20,25,0.8,1,96.833,2,2,3,37,22,6,12,0.5,1,1,1.0,2197,0
25,130,0,28,43,0.651,1,73.207,173,303,2,2,5,40,20,5,13,0.385,2,3,0.667,1518,35,1,23,30,0.767,3,135.139,2,3,5,41,25,4,11,0.364,1,1,1.0,2082,0
20,85,0,15,32,0.469,2,60.417,172,257,5,1,1,13,14,3,13,0.231,1,2,0.5,1709,28,1,30,42,0.714,5,140.873,3,2,3,15,28,10,15,0.667,1,1,1.0,1891,0
23,83,0,12,20,0.6,0,40.625,81,164,8,0,7,62,10,0,12,0.0,1,3,0.333,1564,30,0,19,26,0.731,1,91.506,3,1,7,65,16,5,15,0.333,0,0,0.0,2036,0
44,233,4,11,26,0.423,0,16.987,118,351,1,1,7,47,28,7,12,0.583,1,1,1.0,2167,22,1,13,23,0.565,0,84.873,5,1,4,27,18,1,7,0.143,0,1,0.0,1433,1
28,73,0,17,28,0.607,1,97.619,207,280,2,0,5,33,15,5,13,0.385,0,0,0.0,1769,26,1,17,26,0.654,0,61.699,7,1,1,5,16,6,14,0.429,0,0,0.0,1831,1
27,87,2,18,36,0.5,1,49.884,162,249,2,0,5,35,17,6,16,0.375,2,3,0.667,1808,40,0,4,11,0.364,0,5.303,4,4,3,26,13,1,11,0.091,0,1,0.0,1792,1
19,60,0,30,40,0.75,4,144.375,415,475,4,0,5,62,23,4,10,0.4,1,1,1.0,1746,23,2,26,35,0.743,2,113.869,0,0,10,83,23,6,11,0.545,1,1,1.0,1854,1
26,122,1,16,27,0.593,1,86.651,140,262,1,1,3,25,16,3,11,0.273,1,1,1.0,1737,27,1,24,32,0.75,1,82.161,2,2,6,41,18,6,14,0.429,2,2,1.0,1863,0
32,127,0,27,39,0.692,2,107.425,272,399,1,0,7,45,23,7,16,0.438,2,2,1.0,2082,17,0,25,39,0.641,3,108.6,1,3,10,88,19,3,11,0.273,3,3,1.0,1518,1
17,80,0,17,27,0.63,1,57.099,173,253,2,0,3,25,11,3,9,0.333,0,0,0.0,1394,36,4,25,34,0.735,3,128.309,0,1,3,30,32,8,10,0.8,0,0,0.0,2206,0
40,198,2,13,18,0.722,2,127.083,110,308,1,1,6,70,17,7,15,0.467,1,1,1.0,1992,16,0,18,39,0.462,0,51.763,4,4,5,55,16,3,12,0.25,1,3,0.333,1608,1
21,62,0,34,50,0.68,3,104.583,405,467,1,0,4,39,26,9,15,0.6,1,1,1.0,1983,26,2,19,33,0.576,1,89.71,1,1,2,14,22,6,11,0.545,0,1,0.0,1617,1
22,94,1,27,36,0.75,0,81.597,218,312,3,0,1,4,24,9,15,0.6,0,1,0.0,1671,34,2,17,26,0.654,0,90.865,1,0,6,42,18,4,12,0.333,3,4,0.75,1929,0
27,83,0,19,28,0.679,1,107.143,236,319,1,1,3,23,18,3,11,0.273,1,4,0.25,1784,35,1,22,31,0.71,2,114.583,0,0,3,22,21,9,15,0.6,1,1,1.0,1816,0
37,175,0,16,23,0.696,2,116.033,241,416,1,1,7,111,19,5,13,0.385,0,2,0.0,1769,27,0,21,32,0.656,1,75.391,3,2,5,67,15,5,15,0.333,0,1,0.0,1831,1
41,265,2,20,29,0.69,4,133.046,232,497,1,1,5,31,29,7,12,0.583,1,1,1.0,2013,22,2,22,37,0.595,2,65.372,0,1,4,30,20,5,10,0.5,1,2,0.5,1587,1
20,73,1,26,35,0.743,2,96.012,300,373,1,1,4,35,20,3,9,0.333,1,1,1.0,1581,32,0,20,32,0.625,0,66.797,5,1,4,24,19,4,14,0.286,3,3,1.0,2019,1
11,27,0,24,39,0.615,1,82.639,179,206,2,0,3,23,11,2,12,0.167,1,4,0.25,1287,32,2,31,42,0.738,2,109.921,0,0,1,5,29,7,13,0.538,0,1,0.0,2313,0
20,93,0,16,38,0.421,2,53.07,139,232,9,0,10,77,15,5,17,0.294,1,3,0.333,1505,31,1,24,46,0.522,1,56.25,2,2,5,51,20,5,18,0.278,1,2,0.5,2095,0
28,191,3,13,25,0.52,0,75.083,173,364,1,1,6,45,18,7,12,0.583,0,0,0.0,1616,29,0,27,44,0.614,2,93.939,1,0,5,45,28,8,14,0.571,1,1,1.0,1984,0
32,171,2,22,28,0.786,5,151.637,304,475,1,0,5,44,22,8,13,0.615,2,2,1.0,1657,33,1,20,34,0.588,2,81.495,3,0,3,30,22,10,18,0.556,3,3,1.0,1943,1
46,195,0,16,24,0.667,3,128.125,174,369,1,2,4,40,22,8,16,0.5,0,1,0.0,2357,12,1,20,33,0.606,1,77.336,3,3,5,46,13,3,10,0.3,2,3,0.667,1243,1
33,170,1,25,46,0.543,2,84.873,254,424,0,3,4,40,25,8,18,0.444,0,1,0.0,2220,17,0,7,20,0.35,1,66.042,9,1,4,27,4,1,14,0.071,1,1,1.0,1380,1
20,85,2,29,39,0.744,3,124.519,324,409,1,0,2,10,21,4,11,0.364,1,1,1.0,1495,26,0,29,43,0.674,2,85.32,2,1,1,10,18,4,14,0.286,2,6,0.333,2105,1
25,90,0,33,48,0.688,1,77.17,266,356,7,0,2,10,24,5,15,0.333,1,6,0.167,2207,22,0,14,22,0.636,3,142.045,3,1,4,47,11,7,13,0.538,0,0,0.0,1393,0
18,79,0,15,29,0.517,1,76.221,103,182,4,1,4,32,11,5,14,0.357,1,1,1.0,1744,41,1,17,24,0.708,2,102.083,1,2,4,46,24,6,12,0.5,0,1,0.0,1856,0
18,94,0,17,29,0.586,1,74.641,139,233,6,3,4,52,13,4,12,0.333,2,5,0.4,1601,31,0,23,32,0.719,2,111.849,1,0,6,49,19,7,15,0.467,1,1,1.0,1999,0
27,122,1,24,35,0.686,3,96.369,256,378,4,2,0,0,22,8,14,0.571,1,2,0.5,2019,26,1,22,32,0.688,3,131.38,1,0,2,15,19,4,11,0.364,2,3,0.667,1581,0
21,64,0,23,33,0.697,3,128.472,289,353,2,0,4,65,18,4,11,0.364,1,1,1.0,1586,32,0,23,32,0.719,4,138.932,1,2,5,42,23,8,13,0.615,0,0,0.0,2014,0
27,134,2,20,30,0.667,1,91.111,245,379,2,2,8,78,21,5,10,0.5,0,0,0.0,1584,43,1,15,22,0.682,1,94.697,1,0,5,33,23,7,15,0.467,0,1,0.0,2016,0
37,226,1,9,18,0.5,0,71.528,99,325,3,2,3,29,16,3,13,0.231,1,1,1.0,1937,25,0,15,31,0.484,1,40.121,3,1,3,21,10,6,17,0.353,2,4,0.5,1663,1
30,79,0,30,44,0.682,1,80.114,235,314,1,0,6,43,19,6,17,0.353,1,1,1.0,2208,36,1,16,32,0.5,0,36.068,3,2,1,5,20,3,14,0.214,1,2,0.5,1876,1
30,202,2,15,26,0.577,3,110.737,229,431,1,1,4,30,19,8,12,0.667,0,0,0.0,1451,28,1,28,39,0.718,1,96.1,5,2,6,46,20,9,18,0.5,1,2,0.5,2149,1
31,135,1,24,33,0.727,2,100.568,314,449,3,1,6,56,23,9,14,0.643,0,0,0.0,2204,27,0,21,32,0.656,3,92.969,5,0,3,15,19,10,17,0.588,1,1,1.0,1884,1
34,174,1,21,37,0.568,2,88.795,172,346,3,2,4,38,24,8,17,0.471,1,1,1.0,2321,21,1,34,64,0.531,3,80.404,3,1,10,108,27,4,18,0.222,6,7,0.857,1879,1
25,83,0,24,34,0.706,2,110.417,225,308,2,0,7,56,18,5,12,0.417,1,1,1.0,1911,14,0,29,54,0.537,1,69.213,3,2,7,46,23,8,18,0.444,1,2,0.5,1689,1
29,174,2,21,25,0.84,5,157.583,308,482,0,0,3,47,29,6,7,0.857,0,0,0.0,1885,20,0,24,38,0.632,2,75.768,3,0,5,34,20,7,14,0.5,4,4,1.0,1715,1
31,106,2,29,37,0.784,2,115.203,243,349,4,0,4,35,23,4,13,0.308,0,1,0.0,1983,17,1,23,43,0.535,1,60.029,2,3,4,45,14,5,14,0.357,1,3,0.333,1617,1
38,169,2,16,25,0.64,0,67.417,172,341,0,0,9,58,21,6,13,0.462,0,0,0.0,2039,21,1,24,44,0.545,1,71.212,5,2,14,89,20,5,14,0.357,1,2,0.5,1561,1
20,56,0,29,44,0.659,2,92.519,201,257,2,2,4,45,19,7,16,0.438,2,2,1.0,1800,22,0,31,40,0.775,6,138.125,3,2,3,25,26,8,12,0.667,0,0,0.0,1800,0
18,61,1,19,34,0.559,0,40.931,122,183,2,1,7,50,14,0,9,0.0,1,2,0.5,1454,38,1,14,18,0.778,2,155.787,1,0,6,48,16,6,13,0.462,0,0,0.0,2146,0
18,65,1,28,37,0.757,0,93.074,280,345,9,0,6,46,17,7,15,0.467,0,0,0.0,2005,27,1,15,24,0.625,1,66.667,1,0,2,15,16,1,8,0.125,0,1,0.0,1595,1
20,67,1,20,29,0.69,0,91.882,196,263,5,2,5,25,14,5,12,0.417,0,0,0.0,1836,29,0,11,19,0.579,0,57.127,4,0,5,40,12,4,11,0.364,0,1,0.0,1764,0
14,51,2,30,54,0.556,1,72.222,308,359,3,1,4,61,20,3,14,0.214,2,4,0.5,1552,30,1,28,38,0.737,2,121.162,2,4,4,45,24,4,11,0.364,0,0,0.0,2048,0
24,109,1,27,37,0.73,4,135.98,313,422,2,1,3,15,23,6,14,0.429,4,4,1.0,1657,27,2,33,44,0.75,3,123.106,2,1,1,10,30,8,13,0.615,1,1,1.0,2198,0
27,116,0,23,38,0.605,2,86.513,243,359,1,0,4,30,21,8,14,0.571,0,0,0.0,2156,24,0,26,39,0.667,3,91.293,4,2,2,11,24,6,12,0.5,0,0,0.0,1782,1
20,50,0,16,30,0.533,2,87.083,232,282,0,0,6,54,16,3,9,0.333,0,0,0.0,1461,29,0,31,45,0.689,2,96.25,2,0,2,10,25,11,18,0.611,0,1,0.0,2139,0
20,79,0,23,34,0.676,2,111.029,226,305,7,0,4,31,15,3,14,0.214,1,3,0.333,1753,23,0,26,41,0.634,3,87.754,2,0,2,10,17,6,15,0.4,1,1,1.0,1847,0
